,instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
1798,5331201,20825,HUDCO,HSG & URBAN DEV CORPN,0.0,,0.0,0.05,1,EQ,NSE,NSE
1799,7997441,31240,HUDCO-N2,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1800,7997953,31242,HUDCO-N3,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1801,7503361,29310,HUDCO-N4,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1802,7503873,29312,HUDCO-N5,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1803,7589889,29648,HUDCO-N6,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1804,7590401,29650,HUDCO-N7,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1805,5101569,19928,HUDCO-N8,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1806,5102081,19930,HUDCO-N9,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1807,5110273,19962,HUDCO-NA,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1808,5110785,19964,HUDCO-NB,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1809,5111297,19966,HUDCO-NC,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1810,5111809,19968,HUDCO-ND,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1811,5112321,19970,HUDCO-NE,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1812,655873,2562,HUHTAMAKI,HUHTAMAKI INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
1813,4758785,18589,HUSYSLTD-SM,,0.0,,0.0,0.05,2000,EQ,NSE,NSE
1814,2543873,9937,IBMFNIFTY,IBULLSAMC - IBMFNIFTY,0.0,,0.0,0.01,1,EQ,NSE,NSE
1815,3699201,14450,IBREALEST,INDIABULLS REAL EST.,0.0,,0.0,0.05,1,EQ,NSE,NSE
1816,1248001,4875,IBUCCREDIT-N3,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1817,1248769,4878,IBUCCREDIT-N4,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1818,1255425,4904,IBUCCREDIT-N5,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1819,1255937,4906,IBUCCREDIT-N6,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1820,1256705,4909,IBUCCREDIT-N7,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1821,1257473,4912,IBUCCREDIT-N8,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1822,1257985,4914,IBUCCREDIT-N9,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1823,1261057,4926,IBUCCREDIT-NA,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1824,1262081,4930,IBUCCREDIT-NB,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1825,1263617,4936,IBUCCREDIT-NC,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1826,1265153,4942,IBUCCREDIT-ND,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1827,7712001,30125,IBULHSGFIN,INDIABULLS HSG FIN,0.0,,0.0,0.05,1,EQ,NSE,NSE
1828,4766209,18618,IBULHSGFIN-N5,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1829,4766721,18620,IBULHSGFIN-N6,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1830,4767233,18622,IBULHSGFIN-N7,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1831,4767745,18624,IBULHSGFIN-N8,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1832,4768257,18626,IBULHSGFIN-N9,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1833,4768769,18628,IBULHSGFIN-NA,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1834,4769281,18630,IBULHSGFIN-NB,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1835,4769793,18632,IBULHSGFIN-NC,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1836,4770305,18634,IBULHSGFIN-ND,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1837,4770817,18636,IBULHSGFIN-NE,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1838,4771329,18638,IBULHSGFIN-NF,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1839,7713793,30132,IBULHSGFIN-W1,,0.0,,0.0,0.05,20000,EQ,NSE,NSE
1840,125185,489,ICEMAKE,ICE MAKE REFRIGERAT,0.0,,0.0,0.05,1,EQ,NSE,NSE
1841,2611457,10201,ICICI-M1,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1842,2488321,9720,ICICI0101-N9,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1843,2489089,9723,ICICI0101-NC,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1844,2716417,10611,ICICI0102-NB,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1845,1548801,6050,ICICI0199-NB,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1846,2727937,10656,ICICI0202-NC,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1847,2737921,10695,ICICI0302-NC,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1848,2576129,10063,ICICI0401-N9,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1849,2743297,10716,ICICI0402-NC,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1850,1677057,6551,ICICI0699-NA,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1851,2668289,10423,ICICI0701-N8,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1852,2680833,10472,ICICI0801-NA,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1853,2688513,10502,ICICI0901-NB,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1854,2340097,9141,ICICI1000-NB,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1855,1488385,5814,ICICI1098-NB,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1856,2413057,9426,ICICI1100-NA,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1857,2698753,10542,ICICI1101-NC,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1858,2456321,9595,ICICI1200-NA,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1859,2712577,10596,ICICI1201-NB,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1860,1522177,5946,ICICI1298-NB,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1861,1899777,7421,ICICI1299-NC,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1862,768257,3001,ICICI500,ICICIPRAMC - ICICI500,0.0,,0.0,0.01,1,EQ,NSE,NSE
1863,5720065,22344,ICICIALPLV,ICICIPRAMC - ICICIALPLV,0.0,,0.0,0.01,1,EQ,NSE,NSE
1864,133633,522,ICICIB22,ICICIPRAMC - BHARATIWIN,0.0,,0.0,0.01,1,EQ,NSE,NSE
1865,1270529,4963,ICICIBANK,ICICI BANK.,0.0,,0.0,0.05,1,EQ,NSE,NSE
1866,2825473,11037,ICICIBANKN,ICICIPRAMC - IPRU5008,0.0,,0.0,0.01,1,EQ,NSE,NSE
1867,2914817,11386,ICICIBANKP,ICICIPRAMC - ICICIBANKP,0.0,,0.0,0.01,1,EQ,NSE,NSE
1868,5573121,21770,ICICIGI,ICICI LOMBARD GIC,0.0,,0.0,0.05,1,EQ,NSE,NSE
1869,5037825,19679,ICICIGOLD,ICICI PRUDENTIAL GOLD ETF,0.0,,0.0,0.01,1,EQ,NSE,NSE
1870,1238529,4838,ICICILIQ,ICICIPRAMC - ICICILIQ,0.0,,0.0,0.01,1,EQ,NSE,NSE
1871,5441025,21254,ICICILOVOL,ICICI PR NIF LW VL 30 ETF,0.0,,0.0,0.01,1,EQ,NSE,NSE
1872,4390913,17152,ICICIM150,ICICIPRAMC - ICICIM150,0.0,,0.0,0.01,1,EQ,NSE,NSE
1873,4531713,17702,ICICIMCAP,ICICI PRUD MIDCAP SEL ETF,0.0,,0.0,0.01,1,EQ,NSE,NSE
1874,7780353,30392,ICICINF100,ICICI PRUD NIFTY 100 ETF,0.0,,0.0,0.01,1,EQ,NSE,NSE
1875,7565569,29553,ICICINIFTY,ICICI PRUD NIFTY ETF,0.0,,0.0,0.01,1,EQ,NSE,NSE
1876,4473601,17475,ICICINV20,ICICI PRUDENTIAL NV20 ETF,0.0,,0.0,0.01,1,EQ,NSE,NSE
1877,1159425,4529,ICICINXT50,ICICIPRAMC - ICICINXT50,0.0,,0.0,0.01,1,EQ,NSE,NSE
1878,4774913,18652,ICICIPRULI,ICICI PRU LIFE INS CO,0.0,,0.0,0.05,1,EQ,NSE,NSE
1879,1120769,4378,ICICISENSX,ICICI PRUD SENSEX ETF,0.0,,0.0,0.01,1,EQ,NSE,NSE
1880,5725441,22365,ICICITECH,ICICIPRAMC - ICICITECH,0.0,,0.0,0.01,1,EQ,NSE,NSE
1881,3068673,11987,ICIL,INDO COUNT INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
1882,3717889,14523,ICRA,ICRA,0.0,,0.0,0.05,1,EQ,NSE,NSE
1883,377857,1476,IDBI,IDBI BANK,0.0,,0.0,0.05,1,EQ,NSE,NSE
1884,6563841,25640,IDBIGOLD,IDBI MF - IDBI GOLD ETF,0.0,,0.0,0.05,1,EQ,NSE,NSE
1885,3677697,14366,IDEA,VODAFONE IDEA,0.0,,0.0,0.05,1,EQ,NSE,NSE
1886,3060993,11957,IDFC,IDFC,0.0,,0.0,0.05,1,EQ,NSE,NSE
1887,2863105,11184,IDFCFIRSTB,IDFC FIRST BANK,0.0,,0.0,0.05,1,EQ,NSE,NSE
1888,2765313,10802,IDFCFIRSTB-N5,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1889,2766081,10805,IDFCFIRSTB-N6,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1890,2766849,10808,IDFCFIRSTB-N7,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1891,2767617,10811,IDFCFIRSTB-N8,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1892,2768385,10814,IDFCFIRSTB-N9,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1893,2769153,10817,IDFCFIRSTB-NA,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1894,2792449,10908,IDFCFIRSTB-NB,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1895,2793985,10914,IDFCFIRSTB-NC,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1896,2794753,10917,IDFCFIRSTB-ND,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1897,2795521,10920,IDFCFIRSTB-NE,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1898,4808449,18783,IDFNIFTYET,IDFCAMC - IDFNIFTYET,0.0,,0.0,0.01,1,EQ,NSE,NSE
1899,56321,220,IEX,INDIAN ENERGY EXC,0.0,,0.0,0.05,1,EQ,NSE,NSE
1900,379393,1482,IFBAGRO,IFB AGRO INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
1901,380161,1485,IFBIND,IFB INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
1902,381697,1491,IFCI,IFCI,0.0,,0.0,0.05,1,EQ,NSE,NSE
1903,1472769,5753,IFCI-NF,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1904,1473281,5755,IFCI-NG,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1905,1474305,5759,IFCI-NH,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1906,1474817,5761,IFCI-NI,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1907,1701377,6646,IFCI-NL,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1908,1702913,6652,IFCI-NM,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1909,111617,436,IFGLEXPOR,IFGL REFRACTORIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
1910,162305,634,IGARASHI,IGARASHI MOTORS INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
1911,2883073,11262,IGL,INDRAPRASTHA GAS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1912,3606017,14086,IGPL,I G PETROCHEMICALS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1913,5133313,20052,IIFCL-N1,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1914,5133825,20054,IIFCL-N2,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1915,5134337,20056,IIFCL-N3,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1916,5134849,20058,IIFCL-N4,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1917,3023105,11809,IIFL,IIFL FINANCE,0.0,,0.0,0.05,1,EQ,NSE,NSE
1918,4859393,18982,IIFL-N1,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1919,4859905,18984,IIFL-N2,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1920,4860417,18986,IIFL-N3,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1921,4860929,18988,IIFL-N4,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1922,4875009,19043,IIFL-N5,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1923,4875521,19045,IIFL-N6,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1924,4876033,19047,IIFL-N7,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1925,4878593,19057,IIFL-N9,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1926,4882177,19071,IIFL-NA,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1927,4879105,19059,IIFL-NB,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1928,4881153,19067,IIFL-NC,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1929,4881665,19069,IIFL-ND,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1930,3346433,13072,IIFLSEC,IIFL SECURITIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
1931,3343617,13061,IIFLWAM,IIFL WEALTH MGMT,0.0,,0.0,0.05,1,EQ,NSE,NSE
1932,4999425,19529,IITL-BE,INDUSTRIAL INV TRUST,0.0,,0.0,0.05,1,EQ,NSE,NSE
1933,2401281,9380,IL&FSENGG-BZ,,0.0,,0.0,0.05,1,EQ,NSE,NSE
1934,2401537,9381,IL&FSTRANS-BZ,,0.0,,0.0,0.05,1,EQ,NSE,NSE
1935,1965569,7678,IMAGICAA-BE,IMAGICAAWORLD ENT,0.0,,0.0,0.05,1,EQ,NSE,NSE
1936,4924161,19235,IMFA,INDIAN METALS & FERRO,0.0,,0.0,0.05,1,EQ,NSE,NSE
1937,3074305,12009,IMPAL,IND MOTOR PART & ACC,0.0,,0.0,0.05,1,EQ,NSE,NSE
1938,4334849,16933,INDBANK,INDBANK MERCH BANK,0.0,,0.0,0.05,1,EQ,NSE,NSE
1939,387073,1512,INDHOTEL,THE INDIAN HOTELS CO.,0.0,,0.0,0.05,1,EQ,NSE,NSE
1940,387841,1515,INDIACEM,THE INDIA CEMENTS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1941,389377,1521,INDIAGLYCO,INDIA GLYCOLS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1942,2745857,10726,INDIAMART,INDIAMART INTERMESH,0.0,,0.0,0.05,1,EQ,NSE,NSE
1943,3663105,14309,INDIANB,INDIAN BANK,0.0,,0.0,0.05,1,EQ,NSE,NSE
1944,1132033,4422,INDIANCARD,INDIAN CARD CLOTHING CO.,0.0,,0.0,0.05,1,EQ,NSE,NSE
1945,391681,1530,INDIANHUME,INDIAN HUME PIPE CO..,0.0,,0.0,0.05,1,EQ,NSE,NSE
1946,2865921,11195,INDIGO,INTERGLOBE AVIATION,0.0,,0.0,0.05,1,EQ,NSE,NSE
1947,5372929,20988,INDIGRID-IV,,0.0,,0.0,0.01,1701,EQ,NSE,NSE
1948,740353,2892,INDINFR-IV,,0.0,,0.0,0.01,200000,EQ,NSE,NSE
1949,1966849,7683,INDLMETER-BE,IMP POWERS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1950,1215233,4747,INDNIPPON,INDIA NIPPON ELECT ,0.0,,0.0,0.05,1,EQ,NSE,NSE
1951,2989313,11677,INDOCO,INDOCO REMEDIES.,0.0,,0.0,0.05,1,EQ,NSE,NSE
1952,2814209,10993,INDORAMA,INDO RAMA SYNTHETICS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1953,2780417,10861,INDOSOLAR-BZ,,0.0,,0.0,0.05,1,EQ,NSE,NSE
1954,790529,3088,INDOSTAR,INDOSTAR CAPITAL FIN,0.0,,0.0,0.05,1,EQ,NSE,NSE
1955,3398401,13275,INDOTECH,INDO TECH TRANSFORM.,0.0,,0.0,0.05,1,EQ,NSE,NSE
1956,6555649,25608,INDOTHAI,INDO THAI SEC,0.0,,0.0,0.05,1,EQ,NSE,NSE
1957,3828737,14956,INDOWIND-BE,INDOWIND ENERGY,0.0,,0.0,0.05,1,EQ,NSE,NSE
1958,1216257,4751,INDRAMEDCO,INDRAPRASTHA MEDICAL CORP,0.0,,0.0,0.05,1,EQ,NSE,NSE
1959,1246721,4870,INDSWFTLAB,IND SWIFT LABORATORIES LT,0.0,,0.0,0.05,1,EQ,NSE,NSE
1960,2970881,11605,INDSWFTLTD-BE,IND-SWIFT,0.0,,0.0,0.05,1,EQ,NSE,NSE
1961,5620993,21957,INDTERRAIN,IND TERRAIN FASHIONS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1962,1346049,5258,INDUSINDBK,INDUSIND BANK,0.0,,0.0,0.05,1,EQ,NSE,NSE
1963,7458561,29135,INDUSTOWER,INDUS TOWERS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1964,4865,19,INEOSSTYRO,INEOS STYROLUTION IND,0.0,,0.0,0.05,1,EQ,NSE,NSE
1965,4159745,16249,INFIBEAM,INFIBEAM AVENUES,0.0,,0.0,0.05,1,EQ,NSE,NSE
1966,2822913,11027,INFOBEAN,INFOBEANS TECHNO..,0.0,,0.0,0.05,1,EQ,NSE,NSE
1967,3505665,13694,INFOMEDIA-BE,INFOMEDIA PRESS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1968,5138433,20072,INFRABEES,NIP IND ETF INFRA BEES,0.0,,0.0,0.01,1,EQ,NSE,NSE
1969,408065,1594,INFY,INFOSYS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1970,408833,1597,INGERRAND,INGERSOLL-RAND INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
1971,170497,666,INNOVANA-SM,,0.0,,0.0,0.05,1000,EQ,NSE,NSE
1972,5596417,21861,INNOVATIVE-SM,,0.0,,0.0,0.05,3000,EQ,NSE,NSE
1973,3384577,13221,INOXLEISUR,INOX LEISURE,0.0,,0.0,0.05,1,EQ,NSE,NSE
1974,2010113,7852,INOXWIND,INOX WIND,0.0,,0.0,0.05,1,EQ,NSE,NSE
1975,3752193,14657,INSECTICID,INSECTICIDES (I),0.0,,0.0,0.05,1,EQ,NSE,NSE
1976,3514881,13730,INSPIRISYS,INSPIRISYS SOLUTIONS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1977,7763713,30327,INTEGRA-BE,INTEGRA GARMENT & TEX,0.0,,0.0,0.05,1,EQ,NSE,NSE
1978,1517057,5926,INTELLECT,INTELLECT DESIGN ARENA,0.0,,0.0,0.05,1,EQ,NSE,NSE
1979,5138177,20071,INTENTECH,INTENSE TECHNOLOGIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
1980,6366721,24870,INVENTURE,INVENTURE GRO & SEC,0.0,,0.0,0.05,1,EQ,NSE,NSE
1981,2393089,9348,IOB,INDIAN OVERSEAS BANK,0.0,,0.0,0.05,1,EQ,NSE,NSE
1982,415745,1624,IOC,INDIAN OIL CORP,0.0,,0.0,0.05,1,EQ,NSE,NSE
1983,5225729,20413,IOLCP,IOL CHEM AND PHARMA,0.0,,0.0,0.05,1,EQ,NSE,NSE
1984,418049,1633,IPCALAB,IPCA LABORATORIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
1985,3920129,15313,IRB,IRB INFRA DEV.,0.0,,0.0,0.05,1,EQ,NSE,NSE
1986,5329153,20817,IRBINVIT-IV,,0.0,,0.0,0.01,2500,EQ,NSE,NSE
1987,1276417,4986,IRCON,IRCON INTERNATIONAL,0.0,,0.0,0.05,1,EQ,NSE,NSE
1988,3484417,13611,IRCTC,INDIAN RAIL TOUR CORP,0.0,,0.0,0.05,1,EQ,NSE,NSE
1989,351745,1374,IREDA-N1,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1990,353281,1380,IREDA-N2,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1991,354049,1383,IREDA-N3,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1992,355073,1387,IREDA-N4,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1993,356097,1391,IREDA-N5,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1994,356609,1393,IREDA-N6,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1995,5127681,20030,IREDA-N7,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1996,7968257,31126,IRFC-N1,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1997,7968769,31128,IRFC-N2,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1998,7506177,29321,IRFC-N3,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1999,7506689,29323,IRFC-N4,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2000,7578881,29605,IRFC-N5,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2001,7579393,29607,IRFC-N6,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2002,150017,586,IRFC-N7,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2003,151297,591,IRFC-N8,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2004,152833,597,IRFC-N9,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2005,154369,603,IRFC-NA,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2006,508673,1987,IRFC-NB,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2007,509697,1991,IRFC-NC,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2008,510209,1993,IRFC-ND,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2009,511745,1999,IRFC-NE,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2010,3000833,11722,IRFC-NF,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2011,3002881,11730,IRFC-NG,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2012,3007489,11748,IRFC-NH,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2013,3008257,11751,IRFC-NI,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2014,3009025,11754,IRFC-NJ,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2015,3009793,11757,IRFC-NK,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2016,3868161,15110,IRFC-NL,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2017,3868673,15112,IRFC-NM,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2018,3874305,15134,IRFC-NN,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2019,3883009,15168,IRFC-NO,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2020,1492481,5830,IRISDOREME-SM,,0.0,,0.0,0.05,5600,EQ,NSE,NSE
2021,637185,2489,ISEC,ICICI SECURITIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
2022,4730625,18479,ISFT,INTRASOFT TECH.,0.0,,0.0,0.05,1,EQ,NSE,NSE
2023,3822593,14932,ISMTLTD,ISMT,0.0,,0.0,0.05,1,EQ,NSE,NSE
2024,424961,1660,ITC,ITC,0.0,,0.0,0.05,1,EQ,NSE,NSE
2025,4940545,19299,ITDC,INDIA TOUR. DEV. CO..,0.0,,0.0,0.05,1,EQ,NSE,NSE
2026,1439233,5622,ITDCEM,ITD CEMENTATION INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
2027,428801,1675,ITI,ITI,0.0,,0.0,0.05,1,EQ,NSE,NSE
2028,2289153,8942,IVC-BE,IL&FS INVESTMENT MANAGERS,0.0,,0.0,0.05,1,EQ,NSE,NSE
2029,2267393,8857,IVP-BE,IVP,0.0,,0.0,0.05,1,EQ,NSE,NSE
2030,4682753,18292,IVZINGOLD,INVESCO INDIA GOLD ETF,0.0,,0.0,0.05,1,EQ,NSE,NSE
2031,6199553,24217,IVZINNIFTY,INVESCO INDIA NIFTY ETF,0.0,,0.0,0.01,1,EQ,NSE,NSE
2032,3628545,14174,IZMO,IZMO,0.0,,0.0,0.05,1,EQ,NSE,NSE
2033,1442049,5633,J&KBANK,J & K BANK.,0.0,,0.0,0.05,1,EQ,NSE,NSE
2034,3382017,13211,JAGRAN,JAGRAN PRAKASHAN,0.0,,0.0,0.05,1,EQ,NSE,NSE
2035,1128961,4410,JAGSNPHARM,JAGSONPAL PHARMACEUTICALS,0.0,,0.0,0.05,1,EQ,NSE,NSE
2036,2881537,11256,JAIBALAJI,JAI BALAJI INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
2037,1316609,5143,JAICORPLTD,JAI CORP,0.0,,0.0,0.05,1,EQ,NSE,NSE
2038,2781953,10867,JAIHINDPRO-BZ,,0.0,,0.0,0.05,1,EQ,NSE,NSE
2039,2274305,8884,JAINSTUDIO-BZ,,0.0,,0.0,0.05,1,EQ,NSE,NSE
2040,1010945,3949,JAKHARIA-SM,,0.0,,0.0,0.05,800,EQ,NSE,NSE
2041,5357825,20929,JALAN-SM,,0.0,,0.0,0.05,3000,EQ,NSE,NSE
2042,5319169,20778,JAMNAAUTO,JAMNA AUTO IND,0.0,,0.0,0.05,1,EQ,NSE,NSE
2043,3579393,13982,JASH,JASH ENGINEERING,0.0,,0.0,0.05,1,EQ,NSE,NSE
2044,1034497,4041,JAYAGROGN,JAYANT AGRO ORGANICS,0.0,,0.0,0.05,1,EQ,NSE,NSE
2045,437249,1708,JAYBARMARU,JAY BHARAT MARUTI,0.0,,0.0,0.05,1,EQ,NSE,NSE
2046,2268417,8861,JAYNECOIND-BE,JAYASWAL NECO INDUSTR,0.0,,0.0,0.05,1,EQ,NSE,NSE
2047,440321,1720,JAYSREETEA,JAYSHREE TEA & INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
2048,441857,1726,JBCHEPHARM,J B CHEMICALS AND PHARMA,0.0,,0.0,0.05,1,EQ,NSE,NSE
2049,1388801,5425,JBFIND-BE,JBF INDUS -DEP-LS ML,0.0,,0.0,0.05,1,EQ,NSE,NSE
2050,2983681,11655,JBMA,JBM AUTO,0.0,,0.0,0.05,1,EQ,NSE,NSE
2051,1149697,4491,JCHAC,JOHNSON CONTROLS HITACHI,0.0,,0.0,0.05,1,EQ,NSE,NSE
2052,3435521,13420,JETAIRWAYS-BZ,,0.0,,0.0,0.05,1,EQ,NSE,NSE
2053,4907521,19170,JETFREIGHT-SM,,0.0,,0.0,0.05,4000,EQ,NSE,NSE
2054,4786945,18699,JETKNIT-SM,,0.0,,0.0,0.05,1500,EQ,NSE,NSE
2055,3512321,13720,JHS,JHS SVEND. LAB.,0.0,,0.0,0.05,1,EQ,NSE,NSE
2056,4347649,16983,JIKIND-BE,JIK INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
2057,3006465,11744,JINDALPHOT-BE,JINDAL PHOTO,0.0,,0.0,0.05,1,EQ,NSE,NSE
2058,449537,1756,JINDALPOLY,JINDAL POLY FILMS,0.0,,0.0,0.05,1,EQ,NSE,NSE
2059,774145,3024,JINDALSAW,JINDAL SAW,0.0,,0.0,0.05,1,EQ,NSE,NSE
2060,1723649,6733,JINDALSTEL,JINDAL STEEL & POWER,0.0,,0.0,0.05,1,EQ,NSE,NSE
